genes,logFC,logCPM,PValue,FDR,Annotation
LOC105190207,0.594790004,4.45409428,0.10382768,0.196124118,probable galactose-1-phosphate uridylyltransferase
LOC105190574,0.547161176,4.735482153,0.10387124,0.196177115,molybdenum cofactor biosynthesis protein 1
LOC105189052,0.84584413,3.119528269,0.103928572,0.196256104,spermidine synthase isoform X2
LOC105184702,0.562278658,5.150496571,0.103952704,0.196263356,lariat debranching enzyme
LOC105191834,2.260344125,-0.308964804,0.103963433,0.196263356,protein obstructor-E
LOC105188213,0.826691816,1.875350609,0.103997384,0.196298165,ankyrin repeat domain-containing protein 50-like isoform X1
LOC105185160,-1.796301338,12.159756,0.104064051,0.196394706,hexamerin
LOC105188340,1.183222377,1.080652817,0.104156212,0.196539324,sn1-specific diacylglycerol lipase beta
LOC105184138,0.563742273,3.901984394,0.104301707,0.196784523,glycerol kinase isoform X1
LOC105186458,0.596326813,3.939244236,0.104362456,0.196869785,pyridoxal phosphate phosphatase PHOSPHO2
LOC105182147,0.710663406,2.515314811,0.104424807,0.196958042,UPF0547 protein C16orf87 isoform X2
LOC105191339,0.674768223,2.705490235,0.104454149,0.196984024,uncharacterized protein LOC105191339 isoform X2
LOC105184480,0.889544579,1.983216811,0.104549313,0.197109161,uracil phosphoribosyltransferase homolog isoform X1
LOC105191857,3.40587449,-1.303226684,0.104551659,0.197109161,WAS/WASL-interacting protein family member 3
LOC105181985,0.886250275,7.219237134,0.104655517,0.197275571,phosphatidylinositol-binding clathrin assembly protein unc-11 isoform X11
LOC105183533,1.004893731,0.958913748,0.104694142,0.197318986,glucose dehydrogenase
LOC112588949,1.26922047,0.411726545,0.104733953,0.19734448,uncharacterized protein LOC112588949
LOC105191979,2.219044391,-0.637116802,0.104738859,0.19734448,5-hydroxytryptamine receptor 1 isoform X2
LOC105189214,0.556779646,4.80600389,0.104768895,0.197371459,PC4 and SFRS1-interacting protein isoform X1
LOC112589479,3.628208194,-1.23447568,0.104784374,0.197371459,uncharacterized protein LOC112589479
LOC105192118,1.101144689,3.787823376,0.104901654,0.19756296,chitinase-3-like protein 1
LOC105188525,0.618614919,3.481438023,0.105010594,0.1977387,suppressor APC domain-containing protein 2 isoform X1
LOC105185920,0.635446529,3.344771109,0.105078022,0.197836229,probable DNA-3-methyladenine glycosylase isoform X1
LOC112589045,0.856295097,4.06943271,0.105196123,0.19802912,fatty acyl-CoA reductase 1-like
LOC105181377,0.598813203,5.794341907,0.105329175,0.198225516,protein kinase C-binding protein 1 isoform X1
LOC105187778,0.755062939,2.869506443,0.105331782,0.198225516,post-GPI attachment to proteins factor 3
LOC105184793,0.758090848,2.351219786,0.10548246,0.198479561,"39S ribosomal protein L33, mitochondrial"
LOC105188000,1.32857888,1.122484044,0.105545448,0.198568555,tubulin alpha chain
LOC105190731,1.039650553,1.122491875,0.105586755,0.198616738,uncharacterized protein LOC105190731 isoform X1
LOC112588362,1.474503606,-0.387067886,0.105650562,0.198707225,histone-lysine N-methyltransferase SETMAR-like
LOC105186636,0.562145371,3.963577662,0.10571919,0.19880675,DNA polymerase eta
LOC105180519,0.580749051,6.61516728,0.105819509,0.198965835,transmembrane emp24 domain-containing protein bai isoform X2
LOC105191974,0.656380303,2.805696913,0.105984324,0.199246119,H/ACA ribonucleoprotein complex subunit 1
LOC105191216,0.60972981,8.427421671,0.106005421,0.19925618,serine-arginine protein 55 isoform X4
LOC105183658,0.610641671,4.701684857,0.106187215,0.199508063,protein HEXIM
LOC105188487,0.598828299,3.649394522,0.106192377,0.199508063,uncharacterized protein LOC105188487 isoform X1
LOC105183262,0.615163226,6.6573416,0.106195509,0.199508063,dihydropteridine reductase
LOC112588781,-2.028021029,0.386177508,0.106203107,0.199508063,thyrotropin-releasing hormone-degrading ectoenzyme-like isoform X2
LOC105182428,0.585284258,3.893608688,0.106218257,0.199508063,ubiquitin-conjugating enzyme E2 G1
LOC105187533,0.676284253,3.02727677,0.106237566,0.199514716,m7GpppX diphosphatase
LOC105187852,2.051535889,0.111984102,0.106327251,0.199624316,uncharacterized protein LOC105187852 isoform X1
LOC105187167,0.570956517,4.606621662,0.106335899,0.199624316,CCAAT/enhancer-binding protein gamma isoform X1
LOC105185252,0.705743083,3.560121805,0.106343252,0.199624316,nucleolar protein 6
LOC109503871,2.332191689,-1.037783715,0.106538353,0.199960889,uncharacterized protein LOC109503871
LOC105192380,2.332208109,-1.037783715,0.106555167,0.199962788,transcription factor glial cells missing
LOC105182753,1.245242058,-0.034745154,0.106602364,0.199998365,uncharacterized protein LOC105182753 isoform X1
LOC105182555,-1.139020769,9.990748277,0.106605735,0.199998365,nidogen-2 isoform X2
LOC105187839,0.594721747,6.462846976,0.106759974,0.200258036,ADP-ribosylation factor 1
LOC105184559,1.604721528,-0.484032545,0.106864417,0.200424238,uncharacterized protein LOC105184559
LOC105182350,3.481602327,-1.285053379,0.106906631,0.200473697,protein yellow
LOC105189432,0.623872141,5.649108488,0.106927681,0.200483461,exportin-1
LOC105181487,4.085469302,-1.070543367,0.106970408,0.200533858,uncharacterized protein LOC105181487
LOC105190842,0.624315358,3.013178867,0.106987786,0.200536726,uncharacterized protein CG5902-like
LOC105184604,0.767796236,4.229823127,0.107008687,0.200546198,calmodulin-binding transcription activator 2 isoform X5
LOC105186891,0.7520672,2.878672082,0.10707178,0.200607676,NEDD8
LOC105183007,2.12944239,-0.360929842,0.107073198,0.200607676,uncharacterized protein LOC105183007
LOC105181083,1.557480041,0.04233563,0.107205463,0.200825748,LOW QUALITY PROTEIN: sodium channel protein Nach
LOC105192348,1.514576576,-0.506616422,0.107224253,0.200831217,LOW QUALITY PROTEIN: tubulin polyglutamylase TTLL13-like
LOC105186031,0.863645186,1.241779289,0.107359732,0.201029596,POC1 centriolar protein homolog A
LOC105184448,0.599532903,4.74415414,0.107361942,0.201029596,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial"
LOC105182478,0.563332257,3.904082515,0.107560414,0.201361941,uncharacterized protein LOC105182478
LOC105182648,1.230605168,6.514032559,0.107577415,0.201361941,uncharacterized protein LOC105182648
LOC105184920,0.79711896,6.881533898,0.107587172,0.201361941,laminin subunit gamma-1
LOC105181946,0.756748245,2.608191589,0.107745842,0.201629087,zinc finger HIT domain-containing protein 2
LOC105187874,0.610899728,8.774243238,0.107799631,0.201670736,proto-oncogene tyrosine-protein kinase ROS isoform X3
LOC105181271,0.65355374,3.443214505,0.107799973,0.201670736,protein AATF
LOC105187605,0.702559234,3.845719426,0.107865492,0.201735471,probable cytochrome P450 305a1
LOC105185684,0.802880627,2.398864421,0.107866461,0.201735471,protein HGH1 homolog
LOC105182839,0.804867707,1.793430445,0.10790968,0.201786477,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4
LOC105182101,-0.746924301,7.501615387,0.107964736,0.2018321,circadian locomoter output cycles protein kaput isoform X2
LOC105186613,0.697161132,2.977450546,0.107965978,0.2018321,uncharacterized protein LOC105186613
LOC112589629,1.62548823,-0.243561407,0.108020709,0.201901214,uncharacterized protein LOC112589629
LOC105185635,1.463581749,7.849718142,0.10803486,0.201901214,serine protease snake
LOC105187280,2.208618344,-0.649653768,0.108074916,0.201946247,dynein assembly factor with WDR repeat domains 1
LOC105191899,0.577171097,6.391030779,0.10809685,0.201956352,secretory carrier-associated membrane protein 5B
LOC112589925,3.32125412,-1.33269916,0.108112244,0.201956352,putative nuclease HARBI1 isoform X2
LOC105184413,0.591759907,5.91382906,0.108154971,0.202006347,AP-3 complex subunit delta-1
LOC105181886,0.581845643,7.004201249,0.108209305,0.202078002,RING finger protein 10
LOC105185983,1.719652689,-0.627019362,0.108240126,0.202105734,heparan sulfate glucosamine 3-O-sulfotransferase 6
LOC105187935,0.731893034,2.303733952,0.108265991,0.202124203,U3 small nucleolar ribonucleoprotein protein IMP3
LOC105184244,0.717090145,2.600296925,0.108296914,0.202152109,TP53-regulated inhibitor of apoptosis 1 isoform X1
LOC105183323,1.553464025,-0.469017597,0.10831877,0.202163085,uncharacterized protein LOC105183323 isoform X1
LOC105187695,0.535993782,4.68170299,0.108431373,0.2023434,uncharacterized protein LOC105187695
LOC112589022,1.805253234,-0.653229011,0.108558441,0.202550651,dentin sialophosphoprotein-like
LOC109504494,0.717588396,7.362140232,0.108581831,0.202564424,cytochrome P450 9e2-like
LOC105191515,0.895350252,2.0631952,0.108619224,0.20258234,P protein
LOC112588452,3.725146098,-1.193039694,0.108623453,0.20258234,cytochrome P450 4C1-like
LOC105181566,0.707440938,3.09991344,0.10887098,0.203014056,uncharacterized protein LOC105181566
LOC105186167,-1.979010471,-0.332985436,0.108976428,0.203180746,NPC intracellular cholesterol transporter 2 homolog a
LOC105186694,0.557161512,4.902618257,0.109065148,0.203316203,"probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase"
LOC105191186,1.13475589,3.38713175,0.10932968,0.203779315,adenylate cyclase type 2 isoform X1
LOC105182271,1.335563919,5.223641537,0.109356195,0.203798718,adenosine deaminase 2
LOC105185814,0.610094867,3.640804368,0.109491103,0.204020088,MMS19 nucleotide excision repair protein homolog
LOC109504512,1.095105857,0.620861397,0.109651105,0.204288146,uncharacterized protein LOC109504512
LOC105185221,1.234120441,2.848978046,0.10970002,0.204348078,neuropeptide CCHamide-1 receptor isoform X3
LOC105182666,0.860669083,1.663947284,0.109715572,0.204348078,uncharacterized protein LOC105182666
LOC105191928,0.600660447,5.755406255,0.109732797,0.204350082,conserved oligomeric Golgi complex subunit 7
LOC105181851,0.562817372,4.847313377,0.109756267,0.204363714,zinc finger CCCH domain-containing protein 11A isoform X2
LOC105190386,0.635746504,4.358017699,0.109879815,0.204563657,"39S ribosomal protein L3, mitochondrial"
LOC105182893,2.348208865,-0.612522382,0.110006891,0.204770108,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1
LOC112588846,0.796217944,1.812520886,0.110092564,0.204899442,protein ALP1-like isoform X4
LOC105191944,0.779469722,2.968192754,0.110119118,0.204918723,nitric oxide synthase-interacting protein homolog
LOC105184368,0.940234098,1.799454233,0.110272718,0.205174382,luc7-like protein 3
LOC105191912,0.703767826,6.841161763,0.110300993,0.205190763,serine/arginine repetitive matrix protein 2 isoform X1
LOC105182236,0.588062426,7.905054118,0.110321916,0.205190763,ubiquitin-60S ribosomal protein L40
LOC105187842,0.640211731,2.940271444,0.110330168,0.205190763,putative methyltransferase NSUN6
LOC105189882,0.780214279,2.716551039,0.110355363,0.20520746,sodium-independent sulfate anion transporter
LOC105189776,0.604515842,3.588557246,0.11043321,0.20531315,uncharacterized protein LOC105189776 isoform X1
LOC105188060,0.740467031,3.112681055,0.110444651,0.20531315,zinc finger protein 768 isoform X1
LOC105182274,0.697064315,3.279334006,0.110480858,0.205350291,structural maintenance of chromosomes protein 5
LOC105183199,0.740229883,3.403489077,0.110530131,0.205411701,Golgi pH regulator isoform X2
LOC105187662,0.531290219,4.537156415,0.110585536,0.205484489,myosin-M heavy chain
LOC105185960,-1.318967811,6.857662554,0.110690526,0.205649378,fatty acid synthase-like isoform X1
LOC105184651,0.642746282,3.186535496,0.110831578,0.205881207,actin-related protein 2/3 complex subunit 5
LOC105185265,0.682746183,3.28739541,0.110871998,0.205926063,"enoyl-CoA hydratase domain-containing protein 3, mitochondrial isoform X1"
LOC105190667,0.586591547,4.025795895,0.110906271,0.205959488,pre-mRNA-splicing factor SPF27
LOC112589746,1.148684922,0.464650739,0.11109234,0.206274758,protein ALP1-like
LOC105191832,0.57257709,4.106467799,0.111308759,0.206646279,tRNA-splicing endonuclease subunit Sen2
LOC105187284,0.575572223,6.228875792,0.11144626,0.2068712,proteasome inhibitor PI31 subunit
LOC105189544,0.559031738,5.263246381,0.111492852,0.206927332,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
LOC105192421,0.576713066,3.515198288,0.111535805,0.206976694,uncharacterized protein LOC105192421
LOC105183238,0.670863584,3.210984672,0.111564522,0.206999628,KICSTOR complex protein kaptin isoform X1
LOC105188521,0.56949911,3.652446349,0.111635035,0.207100092,jmjC domain-containing histone demethylation protein 1
LOC105185373,0.59263172,6.088569827,0.111753507,0.207261521,T-complex protein 1 subunit beta
LOC105190845,0.675745825,2.828457955,0.111754809,0.207261521,upstream stimulatory factor 1 isoform X1
LOC105188394,0.620039838,4.083614046,0.1119635,0.207618131,inner centromere protein B
LOC105190848,0.603505022,3.93146136,0.112097739,0.207836599,GA-binding protein subunit beta-2
LOC105180998,1.251957317,-0.041284234,0.112228805,0.208049121,uncharacterized protein LOC105180998
LOC105187947,1.040867889,1.647510793,0.112483392,0.208490528,collagen alpha-2(IX) chain isoform X3
LOC105184464,0.820079454,3.477938417,0.112673467,0.208812251,DNA replication licensing factor Mcm7
LOC109503860,2.374263695,-0.599884511,0.112713144,0.208855195,uncharacterized protein LOC109503860 isoform X1
LOC105192596,0.563534738,3.778872626,0.112837218,0.209054489,transmembrane protein 185A isoform X2
LOC112590099,0.855900717,1.412578066,0.11307082,0.209456618,uncharacterized protein LOC112590099
LOC105186690,1.333462675,0.010992826,0.113147421,0.209567837,uncharacterized protein LOC105186690
LOC105182917,3.404874192,-1.301934892,0.113166134,0.209571822,uncharacterized protein LOC105182917
LOC105189769,-2.943980498,-1.081475139,0.113185668,0.209577325,uncharacterized protein LOC105189769
LOC105189749,0.778059157,2.633753805,0.113470086,0.210073222,uncharacterized protein LOC105189749 isoform X2
LOC105182807,-0.976070394,5.738146878,0.113612316,0.210305771,hexamerin
LOC105190548,0.692108673,2.711826677,0.113840847,0.210678641,GPI inositol-deacylase
LOC105185885,0.766692541,2.635798492,0.113847048,0.210678641,nucleic acid dioxygenase ALKBH1 isoform X2
LOC112589572,1.67275388,-0.662633096,0.114021805,0.210946812,uncharacterized protein LOC112589572
LOC105183259,0.683292267,3.973735188,0.114025304,0.210946812,R3H and coiled-coil domain-containing protein 1 isoform X1
LOC112588400,0.659568775,2.696112988,0.114100066,0.211054266,eukaryotic translation initiation factor 3 subunit G-like isoform X1
LOC105183639,0.734390033,3.336973248,0.114140384,0.211097985,mitochondrial import inner membrane translocase subunit Tim22
LOC105186152,1.534421316,1.073277076,0.114201176,0.211150429,heparan-alpha-glucosaminide N-acetyltransferase isoform X2
LOC105184469,0.991583662,1.981713602,0.114202113,0.211150429,CD151 antigen
LOC105180504,1.120966501,4.015133515,0.114311183,0.211321214,4-coumarate--CoA ligase 1 isoform X1
LOC105192318,0.56240761,4.430952448,0.114389086,0.211434341,RNA polymerase II subunit A C-terminal domain phosphatase
LOC105186232,1.041456279,1.057800506,0.114485837,0.211582267,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X2
LOC105180774,1.737486297,-0.336157053,0.114623095,0.211805001,KIF1-binding protein homolog
LOC105183326,2.064070237,-0.520960654,0.114669761,0.211860294,odorant receptor 43a-like
LOC105181980,0.55343809,5.528648485,0.114757692,0.2119918,integrator complex subunit 1 isoform X1
LOC105185038,1.097068129,1.023499537,0.114794872,0.212029531,LOW QUALITY PROTEIN: uncharacterized protein LOC105185038
LOC105191702,3.785846394,-1.180252853,0.11482871,0.212061077,somatomedin-B and thrombospondin type-1 domain-containing protein
LOC105184083,0.719602736,2.854503403,0.114932169,0.212221168,structure-specific endonuclease subunit slx1
LOC105187677,0.764961281,9.287557137,0.115051042,0.212409671,fatty acyl-CoA reductase wat
LOC105184374,0.869078292,1.749985437,0.115107274,0.212482487,nucleoporin Nup43
LOC105189169,1.886059803,-0.830152146,0.115144845,0.212520838,enolase-phosphatase E1
LOC105184076,1.524470962,1.818784096,0.115187113,0.212567847,alpha-tocopherol transfer protein-like
LOC105186570,-2.781445096,-1.085569629,0.115206338,0.212572324,DNA-binding protein D-ETS-6
LOC105183924,0.620961298,4.081242522,0.115270495,0.212653668,activating transcription factor 7-interacting protein 1
